,PARCEL_NUM,O_NAME,P_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,Is_corpo,Is_top_corpo,north,south,east,west,lat,lng
4405,10304171,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,6207 W BRITTON AVE,PHOENIX,85033,RESIDENTIAL,220353502,4/21/22,SD,45100,4510,180600,18060,225700,22570,48294,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.4896506,33.4895411,-112.1938017,-112.1939962,33.4896041,-112.1939024
4410,10304196,THR PHOENIX LLC,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,3632 N 61ST AVE,PHOENIX,85033,RESIDENTIAL,120791307,8/31/12,WD,50200,5020,201000,20100,251200,25120,113596,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,1,1,33.4904692,33.4902957,-112.1919732,-112.1921294,33.4903697,-112.1920395
4420,10304258,STARDOM REAL ESTATE LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,5907 W COLUMBUS AVE,PHOENIX,85033,RESIDENTIAL,120735482,8/17/12,WD,38900,3890,155900,15590,194800,19480,38705,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,1,1,33.4904822,33.4903721,-112.1868406,-112.1869805,33.4904162,-112.1869165
4430,10304289,2017-1 IH BORROWER LP,INVITATION HOMES,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,5942 W WHITTON AVE,PHOENIX,85033,RESIDENTIAL,170683029,9/15/17,SD,48000,4800,192300,19230,240300,24030,105195,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,1,1,33.4894387,33.4893097,-112.1882008,-112.1883665,33.4893724,-112.1882671
4431,10304291,STARDOM REAL ESTATE LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,5930 W WHITTON AVE,PHOENIX,85033,RESIDENTIAL,120150207,2/24/12,TD,51300,5130,205500,20550,256800,25680,69113,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,1,1,33.4894341,33.4892782,-112.1877476,-112.1879296,33.4893679,-112.187848
4435,10306016,THR PHOENIX LP,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,3838 N 55TH AVE,PHOENIX,85031,RESIDENTIAL,130210281,3/7/13,D,45000,4500,180300,18030,225300,22530,49760,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.4930558,33.4928796,-112.1778906,-112.1780256,33.4929763,-112.177928
4444,10306071,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,4015 N 56TH AVE,PHOENIX,85031,RESIDENTIAL,170102629,2/10/17,SD,46300,4630,185300,18530,231600,23160,52435,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.4934789,33.4932976,-112.179249,-112.1794806,33.493371,-112.1793718
4445,10306078,2013-1 IH BORROWER LP,INVITATION HOMES,901 MAIN ST SUITE 4700,DALLAS,TX,75202,USA,4040 N 56TH AVE,PHOENIX,85031,RESIDENTIAL,131007562,11/22/13,SD,44900,4490,179700,17970,224600,22460,48713,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2013-1 IH BORROWER LP,,Y,1,1,1,33.4948033,33.4946285,-112.1796089,-112.1797606,33.4947241,-112.1796978
4451,10306139,STARDOM REAL ESTATE LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,3833 N 57TH AVE,PHOENIX,85031,RESIDENTIAL,121176041,12/26/12,TD,48400,4840,193600,19360,242000,24200,57335,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,1,1,33.4927832,33.4926015,-112.1816721,-112.1818084,33.4926758,-112.181747
4482,10310042,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,3105 N 59TH AVE,PHOENIX,85033,RESIDENTIAL,170842995,11/14/17,SD,41600,4160,166500,16650,208100,20810,49489,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.4835409,33.4833605,-112.1859766,-112.1860952,33.4834691,-112.1860316
4484,10310053,ZAK VENTURES LLC,ZAK VENTURES LLC,10115 E BELL RD SUITE 107-232,SCOTTSDALE,AZ,85260,USA,5746 W AVALON DR,PHOENIX,85031,RESIDENTIAL,121117249,12/7/12,WD,43500,4350,174000,17400,217500,21750,49661,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ZAK VENTURES LLC,,Y,1,1,1,33.4840585,33.4839509,-112.1840373,-112.1842008,33.4839938,-112.1841222
4485,10310054,SCI FINANCIAL LLC,HORIZON FINANCIAL MANAGEMENT,10632 N SCOTTSDALE RD B-466,SCOTTSDALE,AZ,85254,USA,5740 W AVALON DR,PHOENIX,85031,RESIDENTIAL,110311437,4/12/11,SD,45400,4540,181800,18180,227200,22720,102569,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SCI FINANCIAL LLC,,Y,1,1,1,33.4840339,33.4839462,-112.1837922,-112.1839789,33.4839959,-112.1838893
4493,10310090,STARDOM REAL ESTATE LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,3023 N 57TH DR,PHOENIX,85031,RESIDENTIAL,120550554,6/25/12,TD,45000,4500,180000,18000,225000,22500,54949,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,1,1,33.4835478,33.4834206,-112.1826712,-112.1828108,33.4834656,-112.182725
4496,10311008,THR PHOENIX LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,2842 N 65TH AVE,PHOENIX,85035,RESIDENTIAL,170842994,11/14/17,SD,41500,4150,166000,16600,207500,20750,45261,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.4799857,33.4798381,-112.1995937,-112.1997209,33.4799094,-112.1996773
4504,10311053,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,6617 W WINDSOR AVE,PHOENIX,85035,RESIDENTIAL,180504459,7/2/18,SD,44100,4410,176700,17670,220800,22080,49989,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.4780361,33.4778582,-112.201704,-112.201926,33.4779264,-112.2018196
4507,10311078,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,6644 W CAMBRIDGE AVE,PHOENIX,85035,RESIDENTIAL,170102635,2/10/17,SD,43900,4390,175700,17570,219600,21960,51699,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.4776405,33.47752,-112.2026147,-112.2028068,33.4775938,-112.2027045
4508,10311081,SFR 2012-1 US WEST LLC,INVITATION HOMES,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,6643 W CAMBRIDGE AVE,PHOENIX,85035,RESIDENTIAL,120654073,7/25/12,WD,43700,4370,174900,17490,218600,21860,51426,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR 2012-1 US WEST LLC,,Y,1,1,1,33.4772544,33.47715,-112.2026331,-112.2028278,33.4772107,-112.2027511
4517,10311200,AMH 2014-1 BORROWER LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,6330 W VIRGINIA AVE,PHOENIX,85035,RESIDENTIAL,140335629,5/23/14,SD,50200,5020,201100,20110,251300,25130,78157,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-1 BORROWER LLC,,Y,1,1,1,33.4770512,33.4768788,-112.1969609,-112.1971341,33.476988,-112.1970693
4518,10311204,ARVM 5 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,6314 W VIRGINIA AVE,PHOENIX,85035,RESIDENTIAL,210847370,8/5/21,WD,48800,4880,195500,19550,244300,24430,73549,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARVM 5 LLC,,Y,1,1,1,33.4770376,33.4768961,-112.1960615,-112.196224,33.4769964,-112.1961378
4519,10311212,VM PRONTO LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,2624 N 63RD AVE,PHOENIX,85035,RESIDENTIAL,210973462,9/9/21,SD,53400,5340,213600,21360,267000,26700,84129,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM PRONTO LLC,,Y,1,1,1,33.47818,33.4780482,-112.1952332,-112.1954272,33.4781018,-112.1953461
4522,10311240,2018-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,6331 W WINDSOR AVE,PHOENIX,85035,RESIDENTIAL,180353712,5/9/18,SD,54000,5400,216300,21630,270300,27030,87201,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,1,1,33.4781878,33.4780196,-112.1970008,-112.1971585,33.478086,-112.1970926
4523,10311246,SRP SUB LLC,INVITATION HOMES,8665 E HARTFORD DR NO 200,SCOTTSDALE,AZ,85255,USA,6336 W WINDSOR AVE,PHOENIX,85035,RESIDENTIAL,180104956,2/12/18,SD,51500,5150,206000,20600,257500,25750,78838,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SRP SUB LLC,,Y,1,1,1,33.4786772,33.4785248,-112.1972895,-112.1974627,33.4786159,-112.197372
4524,10311251,TAH 2017-2 BORROWER LLC,TRICON AMERICAN HOMES,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,6316 W WINDSOR AVE,PHOENIX,85035,RESIDENTIAL,170944835,12/21/17,SD,53600,5360,214600,21460,268200,26820,84642,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-2 BORROWER LLC,,Y,1,1,1,33.4785625,33.4783973,-112.1960115,-112.1961632,33.4785041,-112.196089
4530,10312035,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,6607 W ENCANTO BLVD,PHOENIX,85035,RESIDENTIAL,220353502,4/21/22,SD,45100,4510,180700,18070,225800,22580,48324,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.4729613,33.472844,-112.2013844,-112.201556,33.4728796,-112.2014471
4531,10312069,2018-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,6649 W MONTE VISTA RD,PHOENIX,85035,RESIDENTIAL,180353712,5/9/18,SD,44200,4420,176900,17690,221100,22110,100381,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,1,1,33.4716163,33.4715338,-112.2028811,-112.2030863,33.4715839,-112.2030305
4533,10312074,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,6619 W MONTE VISTA RD,PHOENIX,85035,RESIDENTIAL,220353502,4/21/22,SD,43700,4370,174900,17490,218600,21860,48131,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.4716032,33.4714521,-112.2018054,-112.2019682,33.4715113,-112.2018662
4541,10312105,STARDOM RENTALS 2 LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,2017 N 67TH AVE,PHOENIX,85035,RESIDENTIAL,201188809,12/3/20,SD,42100,4210,168500,16850,210600,21060,45648,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM RENTALS 2 LLC,,Y,1,1,1,33.4702609,33.4701187,-112.2028942,-112.203045,33.4701782,-112.202984
4545,10312116,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,2040 N 66TH DR,PHOENIX,85035,RESIDENTIAL,170102633,2/10/17,SD,42000,4200,168000,16800,210000,21000,44710,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.4709976,33.4708362,-112.2025596,-112.2026677,33.4709138,-112.2026114
4551,10312172,MORNINGSIDE FUNDING LLC,THOMSEN COMPANY,2370 RICE BLVD STE 200,HOUSTON,TX,77005,USA,6531 W PALM LN,PHOENIX,85035,RESIDENTIAL,110046781,1/18/11,SD,42200,4220,168800,16880,211000,21100,42894,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MORNINGSIDE FUNDING LLC,,Y,1,1,1,33.4693617,33.4692607,-112.2007315,-112.2009238,33.4692908,-112.2008416
4552,10312178,2013-1 IH BORROWER LP,INVITATION HOMES,901 MAIN ST SUITE 4700,DALLAS,TX,75202,USA,6613 W PALM LN,PHOENIX,85035,RESIDENTIAL,131006604,11/21/13,SD,44000,4400,176000,17600,220000,22000,49829,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2013-1 IH BORROWER LP,,Y,1,1,1,33.4693526,33.4692422,-112.2021024,-112.2022973,33.4692956,-112.2021457
4553,10312183,STAR 2022-SFR3 BORROWER L P,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,6542 W GRANADA RD,PHOENIX,85035,RESIDENTIAL,220331437,4/14/22,SD,43000,4300,172300,17230,215300,21530,45417,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,1,1,33.4690666,33.4689676,-112.2012054,-112.2013808,33.469037,-112.2013074
4558,10312219,VM MASTER ISSUER LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,1801 N 65TH DR,PHOENIX,85035,RESIDENTIAL,220368151,4/27/22,SD,44200,4420,176900,17690,221100,22110,49489,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM MASTER ISSUER LLC,,Y,1,1,1,33.467817,33.4676383,-112.2005794,-112.2007287,33.4677449,-112.2006553
4561,10312260,MORNINGSIDE FUNDING LLC,THOMSEN COMPANY,2370 RICE BLVD STE 200,HOUSTON,TX,77005,USA,1808 N 66TH AVE,PHOENIX,85035,RESIDENTIAL,120425611,5/18/12,WD,42000,4200,168100,16810,210100,21010,42663,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MORNINGSIDE FUNDING LLC,,Y,1,1,1,33.4680196,33.4678841,-112.2017901,-112.2019196,33.4679588,-112.2018429
4562,10312268,IH2 PROPERTY PHOENIX,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,1813 N 66TH DR,PHOENIX,85035,RESIDENTIAL,180504458,7/2/18,SD,45600,4560,182600,18260,228200,22820,102920,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY PHOENIX,,Y,1,1,1,33.4681942,33.4680508,-112.2021183,-112.2022409,33.468122,-112.2021922
4563,10312269,RSTK PHOENIX OWNER 1 LP,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,1807 N 66TH DR,PHOENIX,85035,RESIDENTIAL,220315815,4/8/22,WD,43300,4330,173400,17340,216700,21670,98193,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,1,1,33.4680175,33.4678725,-112.2021619,-112.2022614,33.4679556,-112.2021922
4564,10312272,2018-4 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,1808 N 66TH DR,PHOENIX,85035,RESIDENTIAL,180842209,11/13/18,SD,45100,4510,180400,18040,225500,22550,48805,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-4 IH BORROWER LP,,Y,1,1,1,33.4680402,33.4678861,-112.2025762,-112.2027206,33.4679513,-112.2026579
4569,10312297,SFR INVESTMENTS I LLC,COLD RIVER PARTNERS,PO BOX 2249,CUMMING,GA,30028,USA,6408 W MCDOWELL RD,PHOENIX,85035,RESIDENTIAL,170102630,2/10/17,SD,39500,3950,158000,15800,197500,19750,42151,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,1,1,33.4662281,33.4661393,-112.197413,-112.1975778,33.466176,-112.1974884
4573,10312322,MORNINGSIDE FUNDING LLC,THOMSEN COMPANY,2370 RICE BLVD STE 200,HOUSTON,TX,77005,USA,1851 N 65TH AVE,PHOENIX,85035,RESIDENTIAL,110228709,3/16/11,SD,48200,4820,193100,19310,241300,24130,62286,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MORNINGSIDE FUNDING LLC,,Y,1,1,1,33.4694279,33.4692462,-112.1991411,-112.1993141,33.4693472,-112.1992116
4575,10312348,INDIO 2 LLC,MARKET EDGE REALTY LLC,11201 N TATUM BLVD PMB 91557,PHOENIX,AZ,85028,USA,1835 N 64TH LN,PHOENIX,85035,RESIDENTIAL,210708303,6/28/21,WD,43600,4360,174600,17460,218200,21820,48125,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,INDIO 2 LLC,,Y,1,1,1,33.4687674,33.4686028,-112.1984049,-112.1985238,33.4686967,-112.1984665
4579,10312386,THR PHOENIX LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,6339 W BERKELEY RD,PHOENIX,85035,RESIDENTIAL,200159062,2/25/20,SD,43700,4370,175100,17510,218800,21880,45261,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.468062,33.4679637,-112.1967286,-112.1968867,33.4680129,-112.1967899
4582,10312390,2018-4 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,6322 W CORONADO RD,PHOENIX,85035,RESIDENTIAL,180842209,11/13/18,SD,45200,4520,181100,18110,226300,22630,50852,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-4 IH BORROWER LP,,Y,1,1,1,33.4677419,33.4676431,-112.1960572,-112.1962547,33.4676777,-112.1961378
4583,10312396,STARDOM RENTALS 2 LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,1640 N 64TH AVE,PHOENIX,85035,RESIDENTIAL,201188809,12/3/20,SD,43900,4390,175600,17560,219500,21950,98544,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM RENTALS 2 LLC,,Y,1,1,1,33.4674634,33.4673179,-112.1972602,-112.1974079,33.4674088,-112.1973487
4585,10312400,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,1601 N 64TH AVE,PHOENIX,85035,RESIDENTIAL,170842995,11/14/17,SD,44900,4490,179600,17960,224500,22450,103357,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.4661982,33.4660346,-112.1967712,-112.196944,33.4661233,-112.196883
4589,10312412,RS RENTAL III-A LLC,AVENUE ONE,32 MERCER ST FL 4,NEW YORK,NY,10013,USA,1801 N 63RD DR,PHOENIX,85035,RESIDENTIAL,220366860,4/27/22,WD,47700,4770,191100,19110,238800,23880,115522,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS RENTAL III-A LLC,,Y,1,1,1,33.4676873,33.4675243,-112.1956316,-112.1957515,33.4676151,-112.1956954
4600,10312472,STAR 2021-SFR2 BORROWER LP,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,2042 N 64TH LN,PHOENIX,85035,RESIDENTIAL,211321708,12/14/21,SD,46900,4690,187600,18760,234500,23450,56655,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR2 BORROWER LP,,Y,1,1,1,33.4711071,33.4709443,-112.1988593,-112.1990003,33.4710222,-112.1989322
4601,10312486,RS RENTAL III-A LLC,AVENUE ONE,32 MERCER ST FL 4,NEW YORK,NY,10013,USA,2035 N 64TH LN,PHOENIX,85035,RESIDENTIAL,220546115,7/1/22,WD,43800,4380,175400,17540,219200,21920,49829,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS RENTAL III-A LLC,,Y,1,1,1,33.4709319,33.4707677,-112.1983974,-112.1985158,33.47086,-112.1984665
4604,10312505,IH2 PROPERTY BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,6320 W MONTE VISTA RD,PHOENIX,85035,RESIDENTIAL,220353502,4/21/22,SD,41900,4190,167600,16760,209500,20950,47954,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,1,1,33.4720339,33.4719297,-112.195928,-112.1961196,33.4719802,-112.1960447
4605,10312511,NATIONWIDE ASSETS LLC,HORIZON FINANCIAL MANAGEMENT,10632 N SCOTTSDALE BLVD B466,SCOTTSDALE,AZ,85254,USA,6408 W MONTE VISTA RD,PHOENIX,85035,RESIDENTIAL,101087720,12/14/10,SD,42300,4230,169500,16950,211800,21180,43002,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,NATIONWIDE ASSETS LLC,,Y,1,1,1,33.4720039,33.4719195,-112.1973757,-112.1975395,33.4719676,-112.1974419
4606,10312516,VM PRONTO LLC,THE AMHERST GROUP,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,6343 W CYPRESS ST,PHOENIX,85035,RESIDENTIAL,211251528,11/23/21,WD,43300,4330,173300,17330,216600,21660,48125,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM PRONTO LLC,,Y,1,1,1,33.4723302,33.4722241,-112.1969546,-112.1971207,33.4722959,-112.1970227
4607,10312523,THR PHOENIX LP,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,6307 W CYPRESS ST,PHOENIX,85035,RESIDENTIAL,130106745,2/1/13,WD,47500,4750,190200,19020,237700,23770,109658,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.4723484,33.4722428,-112.1954594,-112.1956553,33.4722844,-112.1955324
