index,PARCEL_NUM,O_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,P_ORG,P_NAME,Is_top_corpo,lat,lng
29892,20606194,RS XII PHOENIX OWNER 2 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,3406 W POTTER DR,PHOENIX,85027,RESIDENTIAL,211064610,10/1/21,WD,50600,5060,202500,20250,253100,25310,102730,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.6766231,-112.1332643
29904,20606256,SWH 2017-1 BORROWER LP,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,3317 W POTTER DR,PHOENIX,85027,RESIDENTIAL,170724305,9/29/17,SD,53600,5360,214500,21450,268100,26810,109557,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SWH 2017-1 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6767105,-112.1310288
29907,20606301,FKH SFR PROPCO B-HLD LP,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,21036 N 34TH DR,PHOENIX,85027,RESIDENTIAL,201012708,10/21/20,SD,51900,5190,207700,20770,259600,25960,103584,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,FIRSTKEY HOMES,FirstKey Homes,1,33.6777345,-112.1343122
29908,20606310,FKH SFR C2 L P,1850 PARKWAY PL SE STE 900,MARIETTA,GA,30067,USA,3336 W QUAIL AVE,PHOENIX,85027,RESIDENTIAL,210788073,7/20/21,SD,53900,5390,215900,21590,269800,26980,112285,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR C2 LP,,Y,1,FIRSTKEY HOMES,FirstKey Homes,1,33.6799802,-112.1321931
29912,20606331,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3310 W ROSE GARDEN LN,PHOENIX,85027,RESIDENTIAL,180801905,10/26/18,WD,49800,4980,199500,19950,249300,24930,100168,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.6793113,-112.130889
29914,20606343,PROGRESS RESIDENTIAL BORROWER 19 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,21203 N 34TH AVE,PHOENIX,85027,RESIDENTIAL,220415465,5/12/22,SD,52800,5280,211200,21120,264000,26400,102730,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 19 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.6789442,-112.1328451
29919,20606376,RH PARTNERS OWNERCO LLC,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,3320 W ROSS AVE,PHOENIX,85027,RESIDENTIAL,190944177,11/22/19,WD,50300,5030,201200,20120,251500,25150,100854,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RH PARTNERS OWNERCO LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.6778273,-112.1306096
29922,20606388,BAF ASSETS 3 LLC,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,21452 N 34TH DR,PHOENIX,85027,RESIDENTIAL,210557805,5/19/21,SD,69800,6980,279500,27950,349300,34930,172695,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF ASSETS 3 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.6820051,-112.1341259
29926,20606458,BAF ASSETS 3 LLC,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,3424 W LONE CACTUS DR,PHOENIX,85027,RESIDENTIAL,210557805,5/19/21,SD,64800,6480,259400,25940,324200,32420,157336,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF ASSETS 3 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.6807867,-112.1338698
29928,20606467,HUDSON SFR PROPERTY HOLDINGS II LLC,2711 N HASKELL AVE STE 2100,DALLAS,TX,75204,USA,3344 W LONE CACTUS DR,PHOENIX,85027,RESIDENTIAL,210776437,7/16/21,SD,70800,7080,283500,28350,354300,35430,175081,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HUDSON SFR PROPERTY HOLDINGS II LLC,,Y,1,HUDSON HOMES,Hudson Homes,1,33.6807287,-112.1320767
29930,20606484,FKH SFR PROPCO A L P,1850 PARKWAY PL SE STE 900,MARIETTA,GA,300678261,USA,21443 N 33RD LN,PHOENIX,85027,RESIDENTIAL,200765249,8/20/20,SD,62500,6250,250300,25030,312800,31280,150339,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO A LP,,Y,1,FIRSTKEY HOMES,FirstKey Homes,1,33.6816455,-112.1317274
29934,20606506,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,3260 W MELINDA LN,PHOENIX,85027,RESIDENTIAL,140570910,8/28/14,SD,53600,5360,214700,21470,268300,26830,121673,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.6834573,-112.1298179
29935,20606510,ARVM 5 LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3246 W MELINDA LN,PHOENIX,85027,RESIDENTIAL,210952894,9/2/21,WD,50000,5000,200200,20020,250200,25020,109557,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARVM 5 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.6834879,-112.1292124
29937,20606514,SFR ACQUISITIONS 2 LLC,6500 INTERNATIONAL PARKWAY STE 1100,PLANO,TX,75093,USA,3230 W MELINDA LN,PHOENIX,85027,RESIDENTIAL,220309654,4/7/22,WD,50000,5000,200200,20020,250200,25020,109557,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 2 LLC,,Y,1,HOME PARTNERS / PATHLIGHT PROPERTY MANAGEMENT,Home Partners / Pathlight Property Management,1,33.6834769,-112.1286069
29940,20606527,SUNBELT INVESTORS ASSET COMPANY LLC,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,21624 N 32ND AVE,PHOENIX,85027,RESIDENTIAL,220494688,6/13/22,SD,51200,5120,205100,20510,256300,25630,115356,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SUNBELT INVESTORS ASSET COMPANY LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.6828169,-112.1281412
29942,20606539,FKH SFR PROPCO A L P,1850 PARKWAY PL SE STE 900,MARIETTA,GA,300678261,USA,3257 W MELINDA LN,PHOENIX,85027,RESIDENTIAL,200765249,8/20/20,SD,54700,5470,219100,21910,273800,27380,123037,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO A LP,,Y,1,FIRSTKEY HOMES,FirstKey Homes,1,33.6830683,-112.1296781
29947,20606560,CSH PROPERTY ONE LLC,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,3215 W SALTER DR,PHOENIX,85027,RESIDENTIAL,170386852,5/26/17,WD,57200,5720,228800,22880,286000,28600,134810,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CSH PROPERTY ONE LLC,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6818312,-112.1287467
29948,20606567,SWH 2017-1 BORROWER LP,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,3243 W SALTER DR,PHOENIX,85027,RESIDENTIAL,170724305,9/29/17,SD,56000,5600,224300,22430,280300,28030,130033,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SWH 2017-1 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6818706,-112.1298644
29949,20606570,AH4R PROPERTIES TWO LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,3238 W ABRAHAM LN,PHOENIX,85027,RESIDENTIAL,200271636,3/30/20,WD,51000,5100,204300,20430,255300,25530,114676,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AH4R PROPERTIES TWO LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.6814991,-112.1296316
29954,20606586,PROGRESS RESIDENTIAL BORROWER 19 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3229 W ABRAHAM LN,PHOENIX,85027,RESIDENTIAL,220415465,5/12/22,SD,50900,5090,203900,20390,254800,25480,114505,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 19 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.6811035,-112.1293055
29955,20606590,BAF ASSETS 3 LLC,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,3245 W ABRAHAM LN,PHOENIX,85027,RESIDENTIAL,210557805,5/19/21,SD,55400,5540,221700,22170,277100,27710,129348,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF ASSETS 3 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.6810729,-112.129911
29957,20606597,PROGRESS RESIDENTIAL BORROWER 16 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3228 W LONE CACTUS DR,PHOENIX,85027,RESIDENTIAL,210642253,6/10/21,SD,55500,5550,222300,22230,277800,27780,129692,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.6807625,-112.1293521
29960,20606624,STAR 2022-SFR3 BORROWER L P,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,21438 N 33RD AVE,PHOENIX,85027,RESIDENTIAL,220331440,4/14/22,SD,51000,5100,204200,20420,255200,25520,114332,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6816171,-112.1303302
29961,20606632,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,21618 N 33RD AVE,PHOENIX,85027,RESIDENTIAL,190265750,4/16/19,WD,54900,5490,219900,21990,274800,27480,127474,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.6826399,-112.1301904
29962,20606635,CSH PROPERTY ONE LLC,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,21628 N 33RD AVE,PHOENIX,85027,RESIDENTIAL,170561357,7/31/17,WD,57300,5730,229400,22940,286700,28670,135835,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CSH PROPERTY ONE LLC,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6830049,-112.130237
29963,20606636,PROGRESS RESIDENTIAL BORROWER 6 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,21632 N 33RD AVE,PHOENIX,85027,RESIDENTIAL,190149026,3/4/19,SD,58200,5820,232900,23290,291100,29110,137883,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 6 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.6831295,-112.130237
29965,20606642,AMH 2014-2 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,3111 W MELINDA LN,PHOENIX,85027,RESIDENTIAL,140639019,9/26/14,SD,53300,5330,213500,21350,266800,26680,119453,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-2 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.6829894,-112.1265577
29971,20606658,AMERICAN RESIDENTIAL LEASING COMPANY LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,3101 W SALTER DR,PHOENIX,85027,RESIDENTIAL,130226497,3/12/13,SD,56500,5650,226100,22610,282600,28260,129692,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMERICAN RESIDENTIAL LEASING COMPANY LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.6823031,-112.1262317
29973,20606661,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3108 W ABRAHAM LN,PHOENIX,85027,RESIDENTIAL,190989475,12/6/19,WD,55800,5580,223300,22330,279100,27910,128498,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.6818682,-112.1265577
29977,20606669,2018-1 1H BORROWER LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,3131 W ABRAHAM LN,PHOENIX,85027,RESIDENTIAL,180104958,2/12/18,SD,56500,5650,226200,22620,282700,28270,130886,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.681323,-112.1271399
29978,20606676,PROGRESS RESIDENTIAL BORROWER 14 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3102 W LONE CACTUS DR,PHOENIX,85027,RESIDENTIAL,200492811,6/8/20,SD,57500,5750,230200,23020,287700,28770,131569,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 14 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.6809743,-112.1262317
29982,20607013,PINE GROVE RESIDENTIAL FUNDING I LLC,6101 BAKER RD STE 200,MINNETONKA,MN,55345,USA,3401 W MOHAWK LN,PHOENIX,85027,RESIDENTIAL,220329170,4/14/22,WD,54800,5480,219200,21920,274000,27400,98292,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PINE GROVE RESIDENTIAL FUNDING I LLC,,Y,1,RENTERS WAREHOUSE,Renters Warehouse,1,33.6717906,-112.1331246
29983,20607019,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,20402 N 33RD DR,PHOENIX,85027,RESIDENTIAL,170842994,11/14/17,SD,47600,4760,190700,19070,238300,23830,84812,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6710933,-112.1321931
29986,20607033,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,3329 W RUNION DR,PHOENIX,85027,RESIDENTIAL,180504460,7/2/18,SD,50000,5000,200100,20010,250100,25010,94026,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6718102,-112.1319137
29987,20607060,ZAK VENTURES LLC,10115 E BELL RD SUITE 107-232,SCOTTSDALE,AZ,85260,USA,20229 N 33RD AVE,PHOENIX,85027,RESIDENTIAL,180677228,9/7/18,WD,50500,5050,202300,20230,252800,25280,90955,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ZAK VENTURES LLC,,Y,1,ZAK VENTURES LLC,Zak Ventures LLC,1,33.6704527,-112.1305165
29989,20607068,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,20435 N 33RD AVE,PHOENIX,85027,RESIDENTIAL,180353712,5/9/18,SD,49200,4920,197000,19700,246200,24620,90615,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6722221,-112.1304932
29993,20607093,CPI AMHERST SFR PROGRAM II OWNER LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3222 W POTTER DR,PHOENIX,85027,RESIDENTIAL,210752770,7/12/21,SD,57400,5740,229700,22970,287100,28710,163647,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI AMHERST SFR PROGRAM II OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.6745685,-112.1309356
29995,20607104,TAH 2017-2 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,3318 W MOHAWK LN,PHOENIX,85027,RESIDENTIAL,170944835,12/21/17,SD,53100,5310,212700,21270,265800,26580,100682,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-2 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.6734997,-112.1315411
30011,20607555,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,3205 W IRMA LN,PHOENIX,85027,RESIDENTIAL,170683029,9/15/17,SD,52300,5230,209200,20920,261500,26150,121673,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6740197,-112.1283275
30012,20607559,RSTK PHOENIX OWNER 1 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,3221 W IRMA LN,PHOENIX,85027,RESIDENTIAL,220341032,4/18/22,SD,50000,5000,200300,20030,250300,25030,115187,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.673764,-112.1290261
30013,20607571,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,3211 W POTTER DR,PHOENIX,85027,RESIDENTIAL,170683029,9/15/17,SD,58000,5800,232100,23210,290100,29010,139930,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6743608,-112.1300507
30015,20607578,TAH 2017-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,3241 W ROSS AVE,PHOENIX,85027,RESIDENTIAL,170628102,8/25/17,SD,50400,5040,201600,20160,252000,25200,115697,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.6749903,-112.130237
30019,20607590,MCH SFR PROPERTY OWNER 2 LLC,14355 COMMERCE WAY,MIAMI LAKES,FL,33016,USA,3126 W IRMA LN,PHOENIX,85027,RESIDENTIAL,220063216,1/21/22,WD,50300,5030,201200,20120,251500,25150,115187,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MCH SFR PROPERTY OWNER 2 LLC,,Y,1,MY COMMUNITY HOMES,My Community Homes,1,33.67466,-112.1273494
30021,20607602,STAR 2022-SFR3 BORROWER L P,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,3115 W ROSE GARDEN LN,PHOENIX,85027,RESIDENTIAL,220331438,4/14/22,SD,50700,5070,203100,20310,253800,25380,116381,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6763102,-112.126744
30026,20607612,TAH MS-2 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,3124 W ROSS AVE,PHOENIX,85027,RESIDENTIAL,191029604,12/19/19,SD,53200,5320,212800,21280,266000,26600,124743,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH MS-2 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.6760392,-112.1273029
30027,20607614,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3118 W ROSS AVE,PHOENIX,85027,RESIDENTIAL,190068796,1/31/19,WD,51000,5100,204100,20410,255100,25510,116892,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.6760348,-112.1268837
30028,20607623,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3127 W POTTER DR,PHOENIX,85027,RESIDENTIAL,180653623,8/29/18,WD,51700,5170,207100,20710,258800,25880,115527,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.6749092,-112.1273494
30033,20607648,STAR 2022-SFR3 BORROWER L P,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,20806 N 31ST DR,PHOENIX,85027,RESIDENTIAL,220331440,4/14/22,SD,65200,6520,261000,26100,326200,32620,141295,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6753354,-112.12707
30034,20607650,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,20814 N 31ST DR,PHOENIX,85027,RESIDENTIAL,190747588,9/23/19,WD,50800,5080,203500,20350,254300,25430,115527,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.6756676,-112.12707
30039,20607672,IH3 PROPERTY PHOENIX LP,2075 S COTTONWOOD DR,TEMPE,AZ,85282,USA,3226 W ROSS AVE,PHOENIX,85027,RESIDENTIAL,130988712,11/15/13,TD,60300,6030,241300,24130,301600,30160,145391,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH3 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6760372,-112.1293055
30041,20607676,FKH SFR PROPCO A L P,1850 PARKWAY PL SE STE 900,MARIETTA,GA,300678261,USA,3210 W ROSS AVE,PHOENIX,85027,RESIDENTIAL,200765249,8/20/20,SD,53800,5380,215300,21530,269100,26910,127302,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO A LP,,Y,1,FIRSTKEY HOMES,FirstKey Homes,1,33.6760524,-112.1285604
30042,20607678,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,3202 W ROSS AVE,PHOENIX,85027,RESIDENTIAL,220469130,6/1/22,WD,50400,5040,201900,20190,252300,25230,115697,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.6760393,-112.1281878
30043,20607686,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,3259 W MOHAWK LN,PHOENIX,85027,RESIDENTIAL,180504459,7/2/18,SD,50500,5050,202000,20200,252500,25250,89761,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6727478,-112.130237
30048,20607698,TAH 2017-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,3244 W RUNION DR,PHOENIX,85027,RESIDENTIAL,170628102,8/25/17,SD,49100,4910,196700,19670,245800,24580,88053,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.6725291,-112.1296316
30056,20607731,RS XII PHOENIX OWNER 1 L P/FUHRIMAN MICHELE D,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,3239 W TONOPAH DR,PHOENIX,85027,RESIDENTIAL,210532463,5/12/21,WD,49500,4950,198100,19810,247600,24760,89248,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 1 LP,FUHRIMAN MICHELE D,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.6713171,-112.1295617
30058,20607743,RS XII PHOENIX OWNER 2 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,752016525,USA,3246 W TONOPAH DR,PHOENIX,85027,RESIDENTIAL,210994077,9/14/21,WD,53200,5320,212900,21290,266100,26610,93345,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.6717313,-112.1296781
30080,20608083,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,3013 W POTTER DR,PHOENIX,85027,RESIDENTIAL,121188915,12/31/12,TD,36200,3620,145100,14510,181300,18130,55631,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,Stardom Real Estate Companies,1,33.6742967,-112.1235304
30102,20608152,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,20238 N 30TH DR,PHOENIX,85027,RESIDENTIAL,170842994,11/14/17,SD,45600,4560,182600,18260,228200,22820,75427,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.6707582,-112.1253468
30127,20608261,SFR II BORROWER 2021-3 LLC,120 S RIVERSIDE PLAZA SUITE 2000,CHICAGO,IL,60606,USA,3018 W BLACKHAWK DR,PHOENIX,85027,RESIDENTIAL,220167048,2/23/22,SD,42300,4230,169200,16920,211500,21150,68259,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR II BORROWER 2021-3 LLC,,Y,1,HOME PARTNERS / PATHLIGHT PROPERTY MANAGEMENT,Home Partners / Pathlight Property Management,1,33.6713975,-112.1240379
30135,20608301,SFR ACQUISITIONS 3 LLC,120 S RIVERSIDE PLZ STE 2000,CHICAGO,IL,60606,USA,2905 W IRMA LN,PHOENIX,85027,RESIDENTIAL,220560153,7/8/22,WD,50500,5050,202300,20230,252800,25280,112627,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 3 LLC,,Y,1,HOME PARTNERS / PATHLIGHT PROPERTY MANAGEMENT,Home Partners / Pathlight Property Management,1,33.6733347,-112.1215743
