index,PARCEL_NUM,O_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,P_ORG,P_NAME,Is_top_corpo,lat,lng
1,10217015,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,10412 W MONTEROSA ST,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,46500,4650,186000,18600,232500,23250,71672,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4949905,-112.2836218
7,10217026,TAH 2017-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,10427 W DEVONSHIRE AVE,PHOENIX,85037,RESIDENTIAL,170628102,8/25/17,SD,45200,4520,181000,18100,226200,22620,65186,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4952833,-112.2842738
12,10217035,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,10412 W DEVONSHIRE AVE,PHOENIX,85037,RESIDENTIAL,180504461,7/2/18,SD,44000,4400,176200,17620,220200,22020,65016,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.495764,-112.2835985
14,10217043,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,10444 W DEVONSHIRE AVE,PHOENIX,85037,RESIDENTIAL,170683029,9/15/17,SD,42300,4230,169200,16920,211500,21150,50852,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4956844,-112.2849025
16,10217060,STAR 2021-SFR1 BORROWER LP,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,10458 W MONTEROSA ST,PHOENIX,85037,RESIDENTIAL,210268125,3/10/21,QD,38100,3810,152400,15240,190500,19050,55120,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR1 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4950127,-112.2855428
23,10217092,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4115 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,180504459,7/2/18,SD,45700,4570,182900,18290,228600,22860,62627,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4954085,-112.2883486
24,10217098,RS XII PHOENIX OWNER 2 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,10535 W CALLE DEL SOL,PHOENIX,85037,RESIDENTIAL,211090948,10/8/21,WD,48800,4880,195200,19520,244000,24400,69624,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4959033,-112.2879295
26,10217109,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4131 N 105TH AVE,PHOENIX,85037,RESIDENTIAL,200159062,2/25/20,SD,48100,4810,192600,19260,240700,24070,119806,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4960708,-112.2861598
29,10217131,PROGRESS RESIDENTIAL BORROWER 19 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4124 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,220415465,5/12/22,SD,44600,4460,178400,17840,223000,22300,66724,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 19 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4956532,-112.2888143
31,10217141,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4125 N 106TH DR,PHOENIX,85037,RESIDENTIAL,220283895,3/30/22,WD,38500,3850,154300,15430,192800,19280,49489,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4955086,-112.2891403
36,10217157,FKH SFR C1 L P,1850 PARKWAY PL SE STE 900,MARIETTA,GA,30067,USA,10523 W HEATHERBRAE DR,PHOENIX,85037,RESIDENTIAL,210788072,7/20/21,SD,38000,3800,152000,15200,190000,19000,59726,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR C1 LP,,Y,1,FIRSTKEY HOMES,FirstKey Homes,1,33.4966452,-112.2877432
37,10217165,2018-1 1H BORROWER LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4112 N 106TH DR,PHOENIX,85037,RESIDENTIAL,180104958,2/12/18,SD,37800,3780,151300,15130,189100,18910,50512,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4951209,-112.2896526
41,10217182,STARDOM REAL ESTATE LLC,3506 NORTH 24TH ST,PHOENIX,AZ,85016,USA,10522 W HEATHERBRAE DR,PHOENIX,85037,RESIDENTIAL,120111152,2/10/12,TD,43500,4350,174100,17410,217600,21760,62627,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,Stardom Real Estate Companies,1,33.4970369,-112.2876501
42,10217184,ATLAS RESIDENTIAL LLC,6250 E CHENEY DR,PARADISE VALLEY,AZ,85253,USA,10530 W HEATHERBRAE DR,PHOENIX,85037,RESIDENTIAL,100375625,5/3/10,SD,38300,3830,153300,15330,191600,19160,50852,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ATLAS RESIDENTIAL LLC,,Y,1,ATLAS RESIDENTIAL LLC,Atlas Residential LLC,1,33.4970498,-112.2880226
46,10217209,RS XII PHOENIX OWNER 2 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4316 N 106TH DR,PHOENIX,85037,RESIDENTIAL,211003141,9/16/21,WD,48700,4870,195000,19500,243700,24370,78497,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4977904,-112.289606
49,10217237,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,10625 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,40200,4020,160900,16090,201100,20110,54949,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4993702,-112.289606
56,10217289,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4307 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,200159062,2/25/20,SD,47200,4720,188800,18880,236000,23600,64334,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4974807,-112.2881624
59,10217298,CROWNE PROPERTY ACQUISITIONS LLC,2325 POINTE PKWY SUITE 250,CARMEL,IN,46032,USA,4343 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,220007131,1/4/22,WD,45300,4530,181200,18120,226500,22650,61775,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CROWNE PROPERTY ACQUISITIONS LLC,,Y,1,RENU PROPERTY MANAGEMENT,RENU Property Management,1,33.4987191,-112.2882089
62,10217309A,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4427 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,220468626,6/1/22,SD,50200,5020,201000,20100,251200,25120,79692,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.5004488,-112.2881856
63,10217312,PROGRESS RESIDENTIAL BORROWER 5 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4439 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,180756876,10/9/18,SD,54600,5460,218400,21840,273000,27300,99316,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.5008153,-112.2881158
69,10217323,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4454 N 105TH AVE,PHOENIX,85037,RESIDENTIAL,220435354,5/19/22,WD,48800,4880,195400,19540,244200,24420,77645,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.5006819,-112.2865091
73,10217347,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,10424 W MONTECITO AVE,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,54900,5490,219600,21960,274500,27450,89248,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4991291,-112.2854846
75,10217375,VM PRONTO LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,10414 W CALLE DE PLATA,PHOENIX,85037,RESIDENTIAL,220069562,1/24/22,WD,49500,4950,198000,19800,247500,24750,77813,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM PRONTO LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.499905,-112.2852284
77,10217377,TAH 2017-2 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,10402 W CALLE DE PLATA,PHOENIX,85037,RESIDENTIAL,170944836,12/21/17,SD,45700,4570,182800,18280,228500,22850,66894,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-2 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4999424,-112.2848093
78,10217378,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,10340 W CALLE DE PLATA,PHOENIX,85037,RESIDENTIAL,170314434,5/1/17,SD,46800,4680,187400,18740,234200,23420,69282,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4999688,-112.2846696
81,10217389,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,10413 W CALLE DEL ORO,PHOENIX,85037,RESIDENTIAL,200159062,2/25/20,SD,49200,4920,196900,19690,246100,24610,70988,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5001872,-112.285275
82,10217390,THR PHOENIX LLC,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,10407 W CALLE DEL ORO,PHOENIX,85037,RESIDENTIAL,120554054,6/25/12,WD,47500,4750,190300,19030,237800,23780,72012,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5001895,-112.2850422
83,10217401,RS XII PHOENIX OWNER 1 LP,717 N HARWOOD ST SUITE 2800,DALLAS,TX,75201,USA,10424 W CALLE DEL ORO,PHOENIX,85037,RESIDENTIAL,210707960,6/28/21,WD,48300,4830,193200,19320,241500,24150,72184,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.5005894,-112.2857873
84,10217410,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,10322 W CALLE DEL ORO,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,47600,4760,190600,19060,238200,23820,75938,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5006738,-112.2840176
85,10217413,PROGRESS RESIDENTIAL BORROWER 15 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10308 W CALLE DEL ORO,PHOENIX,85037,RESIDENTIAL,201190436,12/3/20,SD,47200,4720,189100,18910,236300,23630,72867,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 15 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.500696,-112.2834588
88,10217434,VM MASTER ISSUER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,10412 W CALLE DE EDENS,PHOENIX,85037,RESIDENTIAL,220318550,4/11/22,SD,53100,5310,212500,21250,265600,26560,79692,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM MASTER ISSUER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.5013248,-112.2854147
96,10217569,BAF 3 LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,10347 W HAZELWOOD AVE,PHOENIX,85037,RESIDENTIAL,211221940,11/15/21,WD,52100,5210,208600,20860,260700,26070,79692,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF 3 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.5030164,-112.2850422
106,10217630,MCH SFR PROPERTY OWNER 3 LLC,14355 COMMERCE WAY,MIAMI LAKES,FL,33016,USA,4524 N 105TH AVE,PHOENIX,85037,RESIDENTIAL,220255477,3/22/22,SD,50600,5060,202400,20240,253000,25300,82252,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MCH SFR PROPERTY OWNER 3 LLC,,Y,1,MY COMMUNITY HOMES,My Community Homes,1,33.5026762,-112.2866255
110,10217646,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4437 N 102ND WY,PHOENIX,85037,RESIDENTIAL,170842994,11/14/17,SD,54600,5460,218500,21850,273100,27310,94026,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5012746,-112.2821548
115,10217670,SFR ACQUISITIONS 1 LLC,6500 INTERNATIONAL PKWY STE 1100,PLANO,TX,75093,USA,10221 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,211201774,11/9/21,WD,58000,5800,232300,23230,290300,29030,96415,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 1 LLC,,Y,1,HOME PARTNERS / PATHLIGHT PROPERTY MANAGEMENT,Home Partners / Pathlight Property Management,1,33.4993727,-112.281107
119,10217694,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4222 N 101ST AVE,PHOENIX,85037,RESIDENTIAL,190271868,4/17/19,WD,54000,5400,216100,21610,270100,27010,93515,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.4967752,-112.2797798
120,10217700,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,10108 W GLENROSA AVE,PHOENIX,85037,RESIDENTIAL,180504461,7/2/18,SD,53200,5320,212900,21290,266100,26610,84642,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.497537,-112.2792675
121,10217704,PROGRESS RESIDENTIAL BORROWER 5 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10115 W AVENIDA CORDONIZ,PHOENIX,85037,RESIDENTIAL,180756876,10/9/18,SD,52200,5220,208900,20890,261100,26110,86518,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4977859,-112.2790815
122,10217727,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10107 W ROMA AVE,PHOENIX,85037,RESIDENTIAL,180716150,9/24/18,WD,48400,4840,193700,19370,242100,24210,76449,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.4999945,-112.2788018
123,10217736,STAR 2022-SFR3 BORROWER L P,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,10115 W SELLS DR,PHOENIX,85037,RESIDENTIAL,220331437,4/14/22,SD,51300,5130,205400,20540,256700,25670,81911,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5007857,-112.279082
125,10217761,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4205 N 101ST AVE,PHOENIX,85037,RESIDENTIAL,180504461,7/2/18,SD,53700,5370,215000,21500,268700,26870,92322,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4963021,-112.2805249
127,10217774,TAH 2018-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,4513 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,180295535,4/19/18,SD,40000,4000,160300,16030,200300,20030,63993,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.5024214,-112.2879761
128,10217776,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4525 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,180504460,7/2/18,SD,56500,5650,226200,22620,282700,28270,100682,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5027891,-112.2877898
132,10217790,BAF 3 LLC,5001 PLAZA ON THE LAKE,AUSTIN,TX,78746,USA,4520 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,210699742,6/25/21,WD,53200,5320,213100,21310,266300,26630,94198,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF 3 LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.5027756,-112.2883021
133,10217791,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4720 N 106TH DR,PHOENIX,85037,RESIDENTIAL,190733166,9/18/19,WD,48700,4870,194800,19480,243500,24350,78838,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.5052316,-112.289606
138,10217809,RS XII NM PHOENIX OWNER 1 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4501 N 106TH DR,PHOENIX,85037,RESIDENTIAL,220432846,5/19/22,SD,53100,5310,212600,21260,265700,26570,94026,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII NM PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.5019359,-112.289117
142,10217854,MILE HIGH BORROWER 1 VALUE LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4732 N 103RD LN,PHOENIX,85037,RESIDENTIAL,220424324,5/16/22,WD,50000,5000,200000,20000,250000,25000,79010,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.5058256,-112.2851353
148,10218043,RH PARTNERS OWNERCO LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,4803 N 93RD DR,PHOENIX,85037,RESIDENTIAL,190698324,9/6/19,WD,55800,5580,223300,22330,279100,27910,131398,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RH PARTNERS OWNERCO LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.5071608,-112.2605229
149,10218045,TAH MS BORROWER LLC,PO BOX 15086,SANTA ANA,CA,92735,USA,4811 N 93RD DR,PHOENIX,85037,RESIDENTIAL,170793314,10/26/17,SD,55300,5530,221200,22120,276500,27650,129008,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH MS BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.5074682,-112.2605462
151,10218048,CPI AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,787461053,USA,4827 N 93RD DR,PHOENIX,85037,RESIDENTIAL,190516294,7/9/19,SD,60100,6010,240600,24060,300700,30070,149658,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.5079583,-112.2605928
155,10218073,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,4730 N 94TH LN,PHOENIX,85037,RESIDENTIAL,140570910,8/28/14,SD,60900,6090,243900,24390,304800,30480,144708,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.506516,-112.2635034
160,10218094,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9435 W PIERSON ST,PHOENIX,85037,RESIDENTIAL,140570910,8/28/14,SD,56100,5610,224600,22460,280700,28070,133105,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.5066869,-112.2630377
177,10218173,PROGRESS RESIDENTIAL HVH BORROWER LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9401 W COOLIDGE ST,PHOENIX,85037,RESIDENTIAL,211180255,11/3/21,SD,61100,6110,244400,24440,305500,30550,151365,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.5045564,-112.2615475
180,10218190,AH4R PROPERTIES TWO LLC,23975 PARK SORRENTO STE 300,CALABASAS,CA,91302,USA,9429 W HIGHLAND AVE,PHOENIX,85037,RESIDENTIAL,220365890,4/26/22,WD,59000,5900,236000,23600,295000,29500,139078,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AH4R PROPERTIES TWO LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.5052684,-112.2628166
185,10218208,PROGRESS RESIDENTIAL BORROWER 5 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4614 N 92ND LN,PHOENIX,85037,RESIDENTIAL,180756876,10/9/18,SD,60800,6080,243500,24350,304300,30430,157166,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.5045255,-112.2596148
187,10218219,HUDSON SFR PROPERTY HOLDINGS II LLC,2711 N HASKELL AVE STE 2100,DALLAS,TX,75204,USA,9324 W HIGHLAND AVE,PHOENIX,85037,RESIDENTIAL,210776437,7/16/21,SD,63500,6350,254100,25410,317600,31760,157507,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HUDSON SFR PROPERTY HOLDINGS II LLC,,Y,1,HUDSON HOMES,Hudson Homes,1,33.5056648,-112.2612913
194,10218265,RH PARTNERS OWNERCO LLC,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,9136 W ELM ST,PHOENIX,85037,RESIDENTIAL,190770640,9/30/19,WD,48500,4850,194200,19420,242700,24270,101195,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RH PARTNERS OWNERCO LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.5066078,-112.2567274
197,10218271,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4727 N 91ST DR,PHOENIX,85037,RESIDENTIAL,180504459,7/2/18,SD,54100,5410,216600,21660,270700,27070,130033,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5065689,-112.2556097
201,10218287,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9117 W HAZELWOOD ST,PHOENIX,85037,RESIDENTIAL,140570910,8/28/14,SD,51100,5110,204600,20460,255700,25570,106315,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.5039122,-112.2560288
208,10218308,PROGRESS RESIDENTIAL 2015-1 BORROWER LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9134 W HAZELWOOD ST,PHOENIX,85037,RESIDENTIAL,150225423,4/2/15,00,51000,5100,204300,20430,255300,25530,106315,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL 2015-1 BORROWER LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.5043299,-112.2566808
