,index,PARCEL_NUM,O_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,P_ORG,Is_top_corpo
62,128,10217776,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4525 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,180504460,02-JUL-2018,SD,56500,5650,226200,22620,282700,28270,100682,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,1
63,132,10217790,BAF 3 LLC,5001 PLAZA ON THE LAKE,AUSTIN,TX,78746,USA,4520 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,210699742,25-JUN-2021,WD,53200,5320,213100,21310,266300,26630,94198,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF 3 LLC,,Y,1,THE AMHERST GROUP LLC,1
64,133,10217791,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4720 N 106TH DR,PHOENIX,85037,RESIDENTIAL,190733166,18-SEP-2019,WD,48700,4870,194800,19480,243500,24350,78838,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,1
65,137,10217802,E & R INVESTMENT PROPERTIES LLC,5528 N 67TH DR,GLENDALE,AZ,853035400,USA,4538 N 106TH DR,PHOENIX,85037,RESIDENTIAL,160509415,19-JUL-2016,QD,48700,4870,195100,19510,243800,24380,79010,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,E & R INVESTMENT PROPERTIES LLC,,Y,1,E & R INVESTMENT PROPERTIES LLC,0
66,138,10217809,RS XII NM PHOENIX OWNER 1 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4501 N 106TH DR,PHOENIX,85037,RESIDENTIAL,220432846,19-MAY-2022,SD,53100,5310,212600,21260,265700,26570,94026,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII NM PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,1
67,139,10217820,AZIMUTH PROPERTY I LLC,4625 N 106TH DR,PHOENIX,AZ,85037,USA,4625 N 106TH DR,PHOENIX,85037,RESIDENTIAL,110558751,06-JUL-2011,TD,45900,4590,183600,18360,229500,22950,69453,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AZIMUTH PROPERTY I LLC,,Y,1,AZIMUTH PROPERTY I LLC,0
68,140,10217821,GREY TROUT HOLDINGS LLC,14175 W INDIAN SCHOOL RD STE B4 PMB 152,GOODYEAR,AZ,85395,USA,4631 N 106TH DR,PHOENIX,85037,RESIDENTIAL,211214711,12-NOV-2021,WD,46700,4670,187000,18700,233700,23370,75938,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,GREY TROUT HOLDINGS LLC,,Y,1,GREY TROUT HOLDINGS LLC,0
69,142,10217854,MILE HIGH BORROWER 1 VALUE LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4732 N 103RD LN,PHOENIX,85037,RESIDENTIAL,220424324,16-MAY-2022,WD,50000,5000,200000,20000,250000,25000,79010,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,,Y,1,PROGRESS RESIDENTIAL,1
70,143,10217857,VALLEY VISTA PROPERTIES LLC,12031 N CAVE CREEK RD,PHOENIX,AZ,85020,USA,4721 N 103RD LN,PHOENIX,85037,RESIDENTIAL,110890192,27-OCT-2011,TD,42300,4230,169500,16950,211800,21180,64504,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VALLEY VISTA PROPERTIES LLC,,Y,1,,0
71,148,10218043,RH PARTNERS OWNERCO LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,4803 N 93RD DR,PHOENIX,85037,RESIDENTIAL,190698324,06-SEP-2019,WD,55800,5580,223300,22330,279100,27910,131398,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RH PARTNERS OWNERCO LLC,,Y,1,THE AMHERST GROUP LLC,1
72,149,10218045,TAH MS BORROWER LLC,PO BOX 15086,SANTA ANA,CA,92735,USA,4811 N 93RD DR,PHOENIX,85037,RESIDENTIAL,170793314,26-OCT-2017,SD,55300,5530,221200,22120,276500,27650,129008,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH MS BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
73,151,10218048,CPI AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,787461053,USA,4827 N 93RD DR,PHOENIX,85037,RESIDENTIAL,190516294,09-JUL-2019,SD,60100,6010,240600,24060,300700,30070,149658,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI AMHERST SFR PROGRAM OWNER LLC,,Y,1,THE AMHERST GROUP LLC,1
74,152,10218062,ENCINAS-RIOS INVESTMENTS LLC,6417 E GRANT RD,TUCSON,AZ,857153818,USA,4831 N 94TH LN,PHOENIX,85037,RESIDENTIAL,131096665,31-DEC-2013,WD,62800,6280,251500,25150,314300,31430,155459,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ENCINAS-RIOS INVESTMENTS LLC,,Y,1,ENCINAS-RIOS INVESTMENTS LLC,0
75,155,10218073,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,4730 N 94TH LN,PHOENIX,85037,RESIDENTIAL,140570910,28-AUG-2014,SD,60900,6090,243900,24390,304800,30480,144708,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,1
76,157,10218077,AAA IP-10 LLC,5540 W ANDREA DR,PHOENIX,AZ,85083,USA,9427 W ELM ST,PHOENIX,85037,RESIDENTIAL,210058288,19-JAN-2021,WD,56400,5640,225900,22590,282300,28230,134810,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AAA IP-10 LLC,,Y,1,AAA IP-10 LLC,0
77,160,10218094,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9435 W PIERSON ST,PHOENIX,85037,RESIDENTIAL,140570910,28-AUG-2014,SD,56100,5610,224600,22460,280700,28070,133105,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,1
78,166,10218126,OBELISK APARTMENTS LLC,14850 N SCOTTSDALE RD SUITE 450,SCOTTSDALE,AZ,85254,USA,4736 N 93RD DR,PHOENIX,85037,RESIDENTIAL,170397186,31-MAY-2017,WD,60500,6050,242300,24230,302800,30280,150680,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OBELISK APARTMENTS LLC,,Y,1,OBELISK APARTMENTS LLC,0
79,177,10218173,PROGRESS RESIDENTIAL HVH BORROWER LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9401 W COOLIDGE ST,PHOENIX,85037,RESIDENTIAL,211180255,03-NOV-2021,SD,61100,6110,244400,24440,305500,30550,151365,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,,Y,1,PROGRESS RESIDENTIAL,1
80,180,10218190,AH4R PROPERTIES TWO LLC,23975 PARK SORRENTO STE 300,CALABASAS,CA,91302,USA,9429 W HIGHLAND AVE,PHOENIX,85037,RESIDENTIAL,220365890,26-APR-2022,WD,59000,5900,236000,23600,295000,29500,139078,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AH4R PROPERTIES TWO LLC,,Y,1,AMERICAN HOMES 4 RENT,1
81,185,10218208,PROGRESS RESIDENTIAL BORROWER 5 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4614 N 92ND LN,PHOENIX,85037,RESIDENTIAL,180756876,09-OCT-2018,SD,60800,6080,243500,24350,304300,30430,157166,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,PROGRESS RESIDENTIAL,1
82,187,10218219,HUDSON SFR PROPERTY HOLDINGS II LLC,2711 N HASKELL AVE STE 2100,DALLAS,TX,75204,USA,9324 W HIGHLAND AVE,PHOENIX,85037,RESIDENTIAL,210776437,16-JUL-2021,SD,63500,6350,254100,25410,317600,31760,157507,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HUDSON SFR PROPERTY HOLDINGS II LLC,,Y,1,HUDSON HOMES,1
83,194,10218265,RH PARTNERS OWNERCO LLC,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,9136 W ELM ST,PHOENIX,85037,RESIDENTIAL,190770640,30-SEP-2019,WD,48500,4850,194200,19420,242700,24270,101195,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RH PARTNERS OWNERCO LLC,,Y,1,THE AMHERST GROUP LLC,1
84,197,10218271,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4727 N 91ST DR,PHOENIX,85037,RESIDENTIAL,180504459,02-JUL-2018,SD,54100,5410,216600,21660,270700,27070,130033,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,1
85,201,10218287,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9117 W HAZELWOOD ST,PHOENIX,85037,RESIDENTIAL,140570910,28-AUG-2014,SD,51100,5110,204600,20460,255700,25570,106315,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,1
86,208,10218308,PROGRESS RESIDENTIAL 2015-1 BORROWER LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9134 W HAZELWOOD ST,PHOENIX,85037,RESIDENTIAL,150225423,02-APR-2015,00,51000,5100,204300,20430,255300,25530,106315,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL 2015-1 BORROWER LLC,,Y,1,PROGRESS RESIDENTIAL,1
87,209,10218316,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,4626 N 91ST DR,PHOENIX,85037,RESIDENTIAL,170842995,14-NOV-2017,SD,52500,5250,210300,21030,262800,26280,122012,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
88,210,10218317,PROGRESS RESIDENTIAL BORROWER 12 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4630 N 91ST DR,PHOENIX,85037,RESIDENTIAL,200241335,20-MAR-2020,SD,58000,5800,232200,23220,290200,29020,137030,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,PROGRESS RESIDENTIAL,1
89,211,10218321,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4710 N 91ST DR,PHOENIX,85037,RESIDENTIAL,170842994,14-NOV-2017,SD,52700,5270,211100,21110,263800,26380,119112,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,1
90,214,10218330,STAR 2022-SFR3 BORROWER L P,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,4701 N 91ST LN,PHOENIX,85037,RESIDENTIAL,220331438,14-APR-2022,SD,52500,5250,210300,21030,262800,26280,117919,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,INVITATION HOMES,1
91,219,10218337,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,9125 W COOLIDGE ST,PHOENIX,85037,RESIDENTIAL,170842995,14-NOV-2017,SD,51100,5110,204500,20450,255600,25560,106315,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
92,224,10218352,PINE GROVE RESIDENTIAL FUNDING I LLC,6101 BAKER RD STE 200,MINNETONKA,MN,55345,USA,4712 N 91ST LN,PHOENIX,85037,RESIDENTIAL,220289367,31-MAR-2022,WD,52900,5290,211800,21180,264700,26470,119967,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PINE GROVE RESIDENTIAL FUNDING I LLC,,Y,1,RENTERS WAREHOUSE,1
93,225,10218357,ENCINAS-RIOS INVESTMENTS LLC,6417 E GRANT RD,TUCSON,AZ,857153818,USA,4711 N 92ND AVE,PHOENIX,85037,RESIDENTIAL,131096666,31-DEC-2013,WD,58900,5890,235600,23560,294500,29450,138397,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ENCINAS-RIOS INVESTMENTS LLC,,Y,1,ENCINAS-RIOS INVESTMENTS LLC,0
94,227,10218360,PRAGATI INVESTMENTS LLC,1613 TWIN OAKS DR,SEWICKLEY,PA,15143,USA,4635 N 92ND AVE,PHOENIX,85037,RESIDENTIAL,180054172,23-JAN-2018,WD,53000,5300,212300,21230,265300,26530,124743,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PRAGATI INVESTMENTS LLC,,Y,1,PRAGATI INVESTMENTS LLC,0
95,230,10218382,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4702 N 92ND AVE,PHOENIX,85037,RESIDENTIAL,170683029,15-SEP-2017,SD,53400,5340,213700,21370,267100,26710,121160,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,1
96,233,10218388,VM PRONTO LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,9203 W PIERSON ST,PHOENIX,85037,RESIDENTIAL,220069331,24-JAN-2022,WD,60000,6000,240100,24010,300100,30010,146757,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM PRONTO LLC,,Y,1,THE AMHERST GROUP LLC,1
97,236,10218397,PROGRESS RESIDENTIAL BORROWER 15 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9230 W ELM ST,PHOENIX,85037,RESIDENTIAL,201190436,03-DEC-2020,SD,53000,5300,212200,21220,265200,26520,119967,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 15 LLC,,Y,1,PROGRESS RESIDENTIAL,1
98,237,10218399,RJ AMERICAN HOMES 4 RENT ONE LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9222 W ELM ST,PHOENIX,85037,RESIDENTIAL,120796339,05-SEP-2012,SD,53000,5300,212300,21230,265300,26530,118601,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RJ AMERICAN HOMES 4 RENT ONE LLC,,Y,1,AMERICAN HOMES 4 RENT,1
99,240,10218404,STARDOM RENTALS 2 LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,4701 N 92ND DR,PHOENIX,85037,RESIDENTIAL,201188809,03-DEC-2020,SD,47700,4770,191100,19110,238800,23880,97440,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM RENTALS 2 LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,1
100,243,10218432,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,9121 W MACKENZIE DR,PHOENIX,85037,RESIDENTIAL,170842995,14-NOV-2017,SD,50200,5020,201000,20100,251200,25120,95735,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
101,244,10218434,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,9129 W MACKENZIE DR,PHOENIX,85037,RESIDENTIAL,170842995,14-NOV-2017,SD,51500,5150,206300,20630,257800,25780,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
102,249,10218451,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4218 N 92ND LN,PHOENIX,85037,RESIDENTIAL,190757514,25-SEP-2019,WD,51300,5130,205300,20530,256600,25660,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,1
103,250,10218453,REEM LLC,701 E IRMA LN,PHOENIX,AZ,85024,USA,4226 N 92ND LN,PHOENIX,85037,RESIDENTIAL,220000865,03-JAN-2022,WD,51400,5140,205700,20570,257100,25710,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,REEM LLC,,Y,1,REEM LLC,0
104,252,10218455,PROGRESS RESIDENTIAL BORROWER 19 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9234 W SERRANO ST,PHOENIX,85037,RESIDENTIAL,220415799,12-MAY-2022,SD,55500,5550,222300,22230,277800,27780,117235,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 19 LLC,,Y,1,PROGRESS RESIDENTIAL,1
105,253,10218457,TAH 2017-2 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,9226 W SERRANO ST,PHOENIX,85037,RESIDENTIAL,170944835,21-DEC-2017,SD,51300,5130,205400,20540,256700,25670,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-2 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
106,257,10218488,MINETTI HOLDINGS LLC,2060 N 159TH AVE,GOODYEAR,AZ,85395,USA,9213 W SERRANO ST,PHOENIX,85037,RESIDENTIAL,170265020,13-APR-2017,SD,56500,5650,226000,22600,282500,28250,116210,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MINETTI HOLDINGS LLC,,Y,1,MINETTI HOLDINGS LLC,0
107,258,10218492,VILLAGE HOLDINGS LLC,3820 W HAPPY VALLEY RD 141 PMB 420,GLENDALE,AZ,85310,USA,4221 N 92ND LN,PHOENIX,85037,RESIDENTIAL,100642711,28-JUL-2010,WD,50300,5030,201400,20140,251700,25170,95735,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VILLAGE HOLDINGS LLC,,Y,1,VILLAGE HOLDINGS LLC,0
108,260,10218494,AMERICAN RESIDENTIAL LEASING COMPANY LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,4213 N 92ND LN,PHOENIX,85037,RESIDENTIAL,130226502,12-MAR-2013,SD,51600,5160,206500,20650,258100,25810,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMERICAN RESIDENTIAL LEASING COMPANY LLC,,Y,1,AMERICAN HOMES 4 RENT,1
109,261,10218495,TAH 2018-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,4209 N 92ND LN,PHOENIX,85037,RESIDENTIAL,180295535,19-APR-2018,SD,56500,5650,226000,22600,282500,28250,116210,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
110,262,10218500,AMH 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9206 W MACKENZIE DR,PHOENIX,85037,RESIDENTIAL,140335624,23-MAY-2014,SD,51300,5130,205300,20530,256600,25660,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,1
111,265,10218531,AMH 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9518 W MARIPOSA ST,PHOENIX,85037,RESIDENTIAL,140335625,23-MAY-2014,SD,49100,4910,196500,19650,245600,24560,105972,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,1
112,270,10218562,WERBER REI LLC,4102 E CAMPBELL AVE,PHOENIX,AZ,85018,USA,9608 W MARIPOSA ST,PHOENIX,85037,RESIDENTIAL,180947865,27-DEC-2018,00,54000,5400,216300,21630,270300,27030,123208,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,WERBER REI LLC,,Y,1,WERBER REI LLC,0
113,271,10218572,TAH 2018-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,4819 N 96TH LN,PHOENIX,85037,RESIDENTIAL,180295548,19-APR-2018,SD,48500,4850,194100,19410,242600,24260,105117,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
114,284,10218632,HARMONY PROPERTY INVESTMENT LLC,8306 WILSHIRE BLVD NO 627,BEVERLY HILLS,CA,90211,USA,4701 N 95TH DR,PHOENIX,85037,RESIDENTIAL,220379852,29-APR-2022,WD,54600,5460,218600,21860,273200,27320,123376,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HARMONY PROPERTY INVESTMENT LLC,,Y,1,HARMONY PROPERTY INVESTMENT LLC,0
115,286,10218645,RED GROUND EQUITIES LP,4500 N 32ND ST SUITE 200,PHOENIX,AZ,85018,USA,4703 N 95TH LN,PHOENIX,85037,RESIDENTIAL,160910970,09-DEC-2016,SD,60800,6080,243200,24320,304000,30400,149485,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RED GROUND EQUITIES LP,,Y,1,METROPOLITAN REAL ESTATE,1
116,292,10218664,PROGRESS RESIDENTIAL BORROWER 12 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4708 N 95TH LN,PHOENIX,85037,RESIDENTIAL,200241335,20-MAR-2020,SD,59800,5980,239200,23920,299000,29900,146415,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,PROGRESS RESIDENTIAL,1
117,297,10218700,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,9622 W HAZELWOOD ST,PHOENIX,85037,RESIDENTIAL,220109008,04-FEB-2022,WD,59600,5960,238600,23860,298200,29820,144708,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,1
118,301,10218718,SFR ACQUISITIONS 2 LLC,6500 INTERNATIONAL PARKWAY STE 1100,PLANO,TX,75093,USA,9524 W MEADOWBROOK AVE,PHOENIX,85037,RESIDENTIAL,220314372,08-APR-2022,WD,59600,5960,238700,23870,298300,29830,144708,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 2 LLC,,Y,1,HOME PARTNERS / PATHLIGHT PROPERTY MANAGEMENT,1
119,304,10218738,KACK ENTERPRISES LLC,PO BOX 1438,ALAMO,CA,94507,USA,9518 W MINNEZONA AVE,PHOENIX,85037,RESIDENTIAL,081052444,12-DEC-2008,SD,53900,5390,215600,21560,269500,26950,120477,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,KACK ENTERPRISES LLC,,Y,1,KACK ENTERPRISES LLC,0
120,305,10218739,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9522 W MINNEZONA AVE,PHOENIX,85037,RESIDENTIAL,190918713,14-NOV-2019,WD,60500,6050,242100,24210,302600,30260,147097,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,1
121,306,10218740,RSTK PHOENIX OWNER 1 LP,717 N HARWOOD ST SUITE 2800,DALLAS,TX,75201,USA,9526 W MINNEZONA AVE,PHOENIX,85037,RESIDENTIAL,220270020,25-MAR-2022,WD,53900,5390,215600,21560,269500,26950,120477,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,1
122,309,10218762,DEVAFILL USA LLC,502/90 DIN DAENG RD,ASOKE-DIN DAENG,,10400,THAILAND,4629 N 95TH DR,PHOENIX,85037,RESIDENTIAL,200103398,06-FEB-2020,00,51500,5150,206300,20630,257800,25780,108360,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DEVAFILL USA LLC,,Y,1,DEVAFILL USA LLC,0
123,311,10218888,PROGRESS RESIDENTIAL BORROWER 16 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10305 W MONTEROSA AVE,PHOENIX,85037,RESIDENTIAL,210642253,10-JUN-2021,SD,50500,5050,202000,20200,252500,25250,108558,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,,Y,1,PROGRESS RESIDENTIAL,1
124,312,10218891,PROGRESS RESIDENTIAL BORROWER 15 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10317 W MONTEROSA AVE,PHOENIX,85037,RESIDENTIAL,201190436,03-DEC-2020,SD,46300,4630,185200,18520,231500,23150,78497,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 15 LLC,,Y,1,PROGRESS RESIDENTIAL,1
125,313,10218892,TRICON SFR 2020-2 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,10321 W MONTEROSA AVE,PHOENIX,85037,RESIDENTIAL,201109413,13-NOV-2020,SD,50400,5040,201900,20190,252300,25230,108558,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TRICON SFR 2020-2 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
126,314,10218895,PROGRESS RESIDENTIAL BORROWER 14 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10333 W MONTEROSA AVE,PHOENIX,85037,RESIDENTIAL,200492810,08-JUN-2020,SD,48500,4850,194300,19430,242800,24280,133988,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 14 LLC,,Y,1,PROGRESS RESIDENTIAL,1
